email,password,staffRole,userId,phone,isEmailVerified,isPhoneVerified,isNinVerified,profileImageUrl,companyName,companyEmail,token,status
bot.farmer.1@test.local,Test1234!,farmer,6984a250b18b467919a2c32b,+2348007000001,true,true,true,https://example.com/bots/profile/farmer-1.png,GafExpress Farmer 0001 [BOT],bot.farmer.0001@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1MGIxOGI0Njc5MTlhMmMzMmIiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5ODUsImV4cCI6MTc3MDM4NjM4NX0.2Sx_GtV5lNrfT64Kgma-9cCeb-PTLN-jvtCHwGn7FeM,created
bot.farmer.2@test.local,Test1234!,farmer,6984a251b18b467919a2c33a,+2348007000002,true,true,true,https://example.com/bots/profile/farmer-2.png,GafExpress Farmer 0002 [BOT],bot.farmer.0002@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1MWIxOGI0Njc5MTlhMmMzM2EiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5ODUsImV4cCI6MTc3MDM4NjM4NX0.VEycsWSbg5od4ZZ7Ou0l5j4nlPzX0-zQyWmjnWBHMNw,created
bot.farmer.3@test.local,Test1234!,farmer,6984a251b18b467919a2c349,+2348007000003,true,true,true,https://example.com/bots/profile/farmer-3.png,GafExpress Farmer 0003 [BOT],bot.farmer.0003@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1MWIxOGI0Njc5MTlhMmMzNDkiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5ODYsImV4cCI6MTc3MDM4NjM4Nn0.r0YTvn04z3iKFmWXHhrypxXG8Cs6snluwkdw6sbev48,created
bot.farmer.4@test.local,Test1234!,farmer,6984a252b18b467919a2c358,+2348007000004,true,true,true,https://example.com/bots/profile/farmer-4.png,GafExpress Farmer 0004 [BOT],bot.farmer.0004@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1MmIxOGI0Njc5MTlhMmMzNTgiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5ODYsImV4cCI6MTc3MDM4NjM4Nn0.u9RfN0CUUrYGNkGELdV3DJcYhiVEIocV_bwBf7khl58,created
bot.farmer.5@test.local,Test1234!,farmer,6984a252b18b467919a2c367,+2348007000005,true,true,true,https://example.com/bots/profile/farmer-5.png,GafExpress Farmer 0005 [BOT],bot.farmer.0005@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1MmIxOGI0Njc5MTlhMmMzNjciLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5ODcsImV4cCI6MTc3MDM4NjM4N30.qVEdeyvKfaEWjCPxCcx9sUKop009DJXDqCgc_XP74TQ,created
bot.farmer.6@test.local,Test1234!,farmer,6984a253b18b467919a2c376,+2348007000006,true,true,true,https://example.com/bots/profile/farmer-6.png,GafExpress Farmer 0006 [BOT],bot.farmer.0006@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1M2IxOGI0Njc5MTlhMmMzNzYiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5ODcsImV4cCI6MTc3MDM4NjM4N30.wuWtJI58KXCc5SGKFEFVt_BaM39Ou3hXYvZlwN5ExX0,created
bot.farmer.7@test.local,Test1234!,farmer,6984a253b18b467919a2c385,+2348007000007,true,true,true,https://example.com/bots/profile/farmer-7.png,GafExpress Farmer 0007 [BOT],bot.farmer.0007@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1M2IxOGI0Njc5MTlhMmMzODUiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5ODgsImV4cCI6MTc3MDM4NjM4OH0.Ac-bApdW0pOIQgd5TolPQJRnUNfg19mfEqUQGhZi7WU,created
bot.farmer.8@test.local,Test1234!,farmer,6984a254b18b467919a2c394,+2348007000008,true,true,true,https://example.com/bots/profile/farmer-8.png,GafExpress Farmer 0008 [BOT],bot.farmer.0008@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1NGIxOGI0Njc5MTlhMmMzOTQiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5ODgsImV4cCI6MTc3MDM4NjM4OH0.ECP_9rOcNS5kblbB4wyzEs1hqO1UEdZnLHlu37G85RY,created
bot.farmer.9@test.local,Test1234!,farmer,6984a255b18b467919a2c3a3,+2348007000009,true,true,true,https://example.com/bots/profile/farmer-9.png,GafExpress Farmer 0009 [BOT],bot.farmer.0009@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1NWIxOGI0Njc5MTlhMmMzYTMiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5ODksImV4cCI6MTc3MDM4NjM4OX0.hpYzfPLlmY7ydzi6sXpgme76awvlDsCuX-LVviHi50k,created
bot.farmer.10@test.local,Test1234!,farmer,6984a255b18b467919a2c3b2,+2348007000010,true,true,true,https://example.com/bots/profile/farmer-10.png,GafExpress Farmer 0010 [BOT],bot.farmer.0010@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1NWIxOGI0Njc5MTlhMmMzYjIiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5ODksImV4cCI6MTc3MDM4NjM4OX0.z3dAnZUvQjOJL_hcDaFu4vW5fGuoXPSMRfbPN3SVXuE,created
bot.farmer.11@test.local,Test1234!,farmer,6984a256b18b467919a2c3c1,+2348007000011,true,true,true,https://example.com/bots/profile/farmer-11.png,GafExpress Farmer 0011 [BOT],bot.farmer.0011@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1NmIxOGI0Njc5MTlhMmMzYzEiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5OTAsImV4cCI6MTc3MDM4NjM5MH0.FsarIbWByFDjHGK3hWwVBX5zKz3HDEwW-hwrJ6dsiiE,created
bot.farmer.12@test.local,Test1234!,farmer,6984a256b18b467919a2c3d0,+2348007000012,true,true,true,https://example.com/bots/profile/farmer-12.png,GafExpress Farmer 0012 [BOT],bot.farmer.0012@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1NmIxOGI0Njc5MTlhMmMzZDAiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5OTAsImV4cCI6MTc3MDM4NjM5MH0.Izt0ql0bnGVYbNKrQJ111jJo6hykhPjmhPQU1idqM-Y,created
bot.farmer.13@test.local,Test1234!,farmer,6984a256b18b467919a2c3df,+2348007000013,true,true,true,https://example.com/bots/profile/farmer-13.png,GafExpress Farmer 0013 [BOT],bot.farmer.0013@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1NmIxOGI0Njc5MTlhMmMzZGYiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5OTEsImV4cCI6MTc3MDM4NjM5MX0.Rt9jCwXpCEj1jCiVnRdrnwPd4e4B_0s5YgzBMhRrYr0,created
bot.farmer.14@test.local,Test1234!,farmer,6984a257b18b467919a2c3ee,+2348007000014,true,true,true,https://example.com/bots/profile/farmer-14.png,GafExpress Farmer 0014 [BOT],bot.farmer.0014@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1N2IxOGI0Njc5MTlhMmMzZWUiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5OTEsImV4cCI6MTc3MDM4NjM5MX0.0TVy4OCeXOjCeyFD1tEk2KGtsZIYAg4U5qOD7fn623k,created
bot.inventory_keeper.1@test.local,Test1234!,inventory_keeper,6984a257b18b467919a2c3fd,+2348008000001,true,true,true,https://example.com/bots/profile/inventory_keeper-1.png,GafExpress Inventory Keeper 0001 [BOT],bot.inventory_keeper.0001@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1N2IxOGI0Njc5MTlhMmMzZmQiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5OTEsImV4cCI6MTc3MDM4NjM5MX0.3d2CvwKIdMu5Dff06siG6qlOdzIQlIcK64g2qFvLs8Q,created
bot.inventory_keeper.2@test.local,Test1234!,inventory_keeper,6984a258b18b467919a2c40c,+2348008000002,true,true,true,https://example.com/bots/profile/inventory_keeper-2.png,GafExpress Inventory Keeper 0002 [BOT],bot.inventory_keeper.0002@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1OGIxOGI0Njc5MTlhMmM0MGMiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5OTIsImV4cCI6MTc3MDM4NjM5Mn0.j0i_B1pqzah6BR_G6QHGgD7WNzaTPtic5hPWRdMhbxA,created
bot.auditor.1@test.local,Test1234!,auditor,6984a258b18b467919a2c41b,+2348009000001,true,true,true,https://example.com/bots/profile/auditor-1.png,GafExpress Auditor 0001 [BOT],bot.auditor.0001@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1OGIxOGI0Njc5MTlhMmM0MWIiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5OTIsImV4cCI6MTc3MDM4NjM5Mn0.UFDJHu4m3Ps3D5YfArNcVDqxY5qPxdi1oGLNv5yBJhk,created
bot.auditor.2@test.local,Test1234!,auditor,6984a258b18b467919a2c42a,+2348009000002,true,true,true,https://example.com/bots/profile/auditor-2.png,GafExpress Auditor 0002 [BOT],bot.auditor.0002@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1OGIxOGI0Njc5MTlhMmM0MmEiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5OTMsImV4cCI6MTc3MDM4NjM5M30.BfsDCXZyziX8JYxK7Qcva5Cku9Vtm9JJTffsiU5yBY0,created
bot.auditor.3@test.local,Test1234!,auditor,6984a259b18b467919a2c439,+2348009000003,true,true,true,https://example.com/bots/profile/auditor-3.png,GafExpress Auditor 0003 [BOT],bot.auditor.0003@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1OWIxOGI0Njc5MTlhMmM0MzkiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5OTMsImV4cCI6MTc3MDM4NjM5M30.NtFed4aJJtNfFkoQYKBeHddZ3HVf2m6dK0TNPyzS-i4,created
bot.security.1@test.local,Test1234!,security,6984a259b18b467919a2c448,+2348010000001,true,true,true,https://example.com/bots/profile/security-1.png,GafExpress Security 0001 [BOT],bot.security.0001@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1OWIxOGI0Njc5MTlhMmM0NDgiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5OTQsImV4cCI6MTc3MDM4NjM5NH0.F0OKzjj5QEwjbKGLfUsfXdismOJLZ4VyF82Iqs3Fpws,created
bot.maintenance_technician.1@test.local,Test1234!,maintenance_technician,6984a25ab18b467919a2c457,+2348011000001,true,true,true,https://example.com/bots/profile/maintenance_technician-1.png,GafExpress Maintenance Technician 0001 [BOT],bot.maintenance_technician.0001@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1YWIxOGI0Njc5MTlhMmM0NTciLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5OTQsImV4cCI6MTc3MDM4NjM5NH0.sdG-XvT_G8ba42E1e--wMIz8_z5maMvZIzKJvnTkisk,created
bot.logistics_driver.1@test.local,Test1234!,logistics_driver,6984a25ab18b467919a2c466,+2348012000001,true,true,true,https://example.com/bots/profile/logistics_driver-1.png,GafExpress Logistics Driver 0001 [BOT],bot.logistics_driver.0001@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1YWIxOGI0Njc5MTlhMmM0NjYiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5OTUsImV4cCI6MTc3MDM4NjM5NX0.K9an9n4aexqFqHAd7XuKewD1ALkMvb8XSR-VYfPnQnI,created
bot.logistics_driver.2@test.local,Test1234!,logistics_driver,6984a25bb18b467919a2c475,+2348012000002,true,true,true,https://example.com/bots/profile/logistics_driver-2.png,GafExpress Logistics Driver 0002 [BOT],bot.logistics_driver.0002@gafexpress.test,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2OTg0YTI1YmIxOGI0Njc5MTlhMmM0NzUiLCJyb2xlIjoic3RhZmYiLCJpYXQiOjE3NzAyOTk5OTUsImV4cCI6MTc3MDM4NjM5NX0.3Mds7n0umX6mk9QVR5KONb06CNBoaI9L3-j3eTZ4yaQ,created
